,tweets
127,"RT @absolutelynot09: @ImranKhanPTI پاکستان کی سٹاک ایکسچینج کریش ہوچکی ہے 
ملک کے بیرونی تعلقات بلکل خراب ہو چکے ہیں 
پاکستان کے اندر صحت ک…"
128,@2Kazmi @_NadeemZaidi جیسے جیسے پٹواریوں کو سمجھ آ رہی ہے ویسےویسےاپنے پچھواڑوں پر ہاتھ رکھ رکھ کرہاےہاے کررہے ہیں.جب پھٹ کرگلے میں آگئی ہےتو زرداری اینڈ باجوہ نیویں نیویں ہو کر پاسے ہوگئے ہیں اور کڑکی میں ان بزدل چوہوں کو پھنسا گئے ہیں جومنجیاں مودھی کر کے گیٹ نمبر4کے پیچھےچھپنے جوگے بھی نہیں رهے
129,"RT @ShafiqNaman: #عوامی_مجرم_عمران
یوتھیوں کی عقل پر پردہ ضرور آ گیا ہے لیکن وہ ہمارے بھائی ہیں اور یہ عمران فسادی اور اس کا ٹولہ ہمیں آپس…"
130,RT @Faisal_Shzd: کھل کے بتاؤ جگر عوام کو۔۔۔ اس بات سے آپ کی موت واقع نہیں ہو گی کیونکہ اس بات کا تعلق غیرت سے ہوتا ہے اور وہ آپ میں دور دور…
131,RT @zartajgulwazir: واللہ، پاکستان پر رحم کیجیئے اور اس امپورٹڈ سرکس کا اختتام کیجیئے۔ یہ ہمارا ملک ان بدحواس، نااہل، بدعنوان جوکروں کی آنی…
132,"RT @Bashirchaudhry: اسٹیبلشمنٹ کی جانب سے شہباز شریف کو انتخابات کا اعلان کرنے کا پیغام ۔۔۔۔ 

انتخابات کا فیصلہ نواز شریف کریں گے۔۔ ن لیگ…"
133,@adnanaadil لوگ شخصیت پرستی میں پڑے ہو ے ہیں.. میرے خیال میں دونوں پارٹیوں کے منشور ایک ہی جیسے ہوں گے او ر دونوں میں ہی لبرل لوگ شاملِ ہیں
134,"RT @MirzaZahidBai11: اگر حکومت چلا نہیں سکتے تو حکومت نے آتے کیوں ہو
#امپورٹڈ__حکومت__نامنظور"
135,@tweetwithsohla فارمی مرغی 🐔 جب 3 کلو سے زیادہ ہو جائے. 😁😁😁
136,"RT @SHABAZGIL: آن کل ٹیکنوکریٹک سیٹ اپ کی بات ہو رہی ہے۔

ہم نے یہ لوٹا کریٹک سسٹم نہیں مانا تو آپکو کیسے لگتا ہے ٹیکنو والا سودا بک سکے گا…"
137,"@BadarZaman84 جی آپ کی بات بجا ہے ہم مان لیتے پر اس کی طرف کچھ تو ہو نہ۔۔۔؟
 کوئی اس کا وجود کوئی اس کا بیان( اقرار یا تریدکا) کوئی اس کے گھر والے۔۔کوئی ڈاکومنٹس۔۔ کچھ بھی !!!"
138,"RT @GhulamHusainPK: اگر آج ARY والوں کو خراج تحسین نہ پیش کیا گیا  تو یہ بہت زیادتی ہو گی

 شاباش اے آر وائی

 #امپورٹڈ__حکومت__نامنظور"
139,"RT @RaheeqAbbasi: عمران خان نے نہیں ۔۔ اسٹیبلشمنٹ نے عمران خان کا نمبر بلاک کر دیا ہے۔ مریم نواز ۔
محترمہ!  آپ کو یہ خبر  کیسے ملی ۔۔۔ کسی…"
140,"RT @MaleehaHashmey: ابھی ایک مہینہ ہی گزرا ہے کہ بلاول اور شہباز شریف کی لڑائی شروع۔

لگتا ہے #امپورٹڈ__حکومت__نامنظور اپنے وزن سے جلد خود…"
141,"RT @ImranRiazFan_: اگر آج ARY والوں کو خراج تحسین نہ پیش کیا گیا  تو یہ بہت زیادتی ہو گی

 شاباش اے آر وائی

 #امپورٹڈ__حکومت__نامنظور"
142,RT @HamidMirPAK: پہلے اپنے دلیر اور دبنگ خان صاحب سے کہو کہ بتائے جو ویڈیو اس نے ریکارڈ کرائی ہے اس میں کس کا نام لیا ہے؟ کس کا نمبر بلاک ک…
143,"RT @Ama_008_: پورس کے ہاتھی صرف تاریخ کی کتابوں میں پڑھا ہو گا لیکن اگلے مہینے تک پوری قوم ن لیگ کی صورت میں انہیں آنکھوں سے دیکھے گی۔ 
یہ…"
144,"RT @GhulamHusainPK: اگر آج ARY والوں کو خراج تحسین نہ پیش کیا گیا  تو یہ بہت زیادتی ہو گی

 شاباش اے آر وائی

 #امپورٹڈ__حکومت__نامنظور"
145,"@M_ImranJarral مجھے پاکستان کی گرمی پسند ہے
کتی قسم کی گرمی یوکے میں ہوتی
بندہ گھر بیٹھے روسٹ ہو جاتا https://t.co/q3OVKwLTqP"
146,RT @HamidMirPAK: پہلے اپنے دلیر اور دبنگ خان صاحب سے کہو کہ بتائے جو ویڈیو اس نے ریکارڈ کرائی ہے اس میں کس کا نام لیا ہے؟ کس کا نمبر بلاک ک…
147,"RT @V_O_S_Official: افسوسناک خبر...
مریم نواز کے جلسے میں ہونے والی آتش بازی کے باعث ملحقہ کھیتوں میں میں آگ لگ گئی,کسانوں کی گندم کی تیار…"
148,"RT @ShafiqNaman: #عوامی_مجرم_عمران
میں خطر ناک ہو جاؤں گا 

کہ بعد پیش خدمت ہے 

میری جان کو خطرہ ہے ."
149,"RT @xvn29: @AltafHussain_90 آداب بھائی،
آپ ریاست کے سوتیلے بیٹے ہیں اس لئے آپ کے ساتھ سوتیلا برتاؤ کیا جاتا ہےجو انکے سگے ہیں ان کے ستر گنا…"
150,"RT @FarooquiJameel: بریکنگ نیوز : حمزہ شہباز نے غیر آئینی طور پنجاب پر قبضہ کر رکھا ہے, نیوٹرل کو نیوٹرل صرف اُس وقت کہا جا سکتا ہے جب وہ و…"
151,"RT @NadeemK41966254: میں چپ تھا کہ برباد نا ہو جائے گلشن کا سکوں
نادان یہ سمجھ بیٹھے کہ مجھ میں قوتِ للکار نہیں

#امپورٹڈ__حکومت__نامنظور h…"
152,RT @SSEHBAI1: لوٹوں کی لٹیا ڈوب رہی : 2 دن پہلے تک توسیٹھی باجوہ کی تعریفیں کر رہے تھے آج کیا ہوگیا - برے پھنسے- شاید خبرمل گئی انتخاب ہو ر…
153,"RT @BilalKh40224234: انشااللہ عنقریب عمران خان کی کامیابی کا سورج طلوع ہونے والا ہے۔

برف پگھلنا شروع ہو چکی ۔۔۔ عمران خان سے رابطے بحال ہو…"
154,"RT @RaheeqAbbasi: عمران خان نے نہیں ۔۔ اسٹیبلشمنٹ نے عمران خان کا نمبر بلاک کر دیا ہے۔ مریم نواز ۔
محترمہ!  آپ کو یہ خبر  کیسے ملی ۔۔۔ کسی…"
155,"RT @SheziPrince1: پچھلے کوئی ایک گھنٹے سے میں خود کو جگائے رکھنے کی کوشش میں ہوں لیکن کمبخت نیند ہے کہ جان ہی نہیں چھوڑ رہی تھی
چائے بنوائی…"
156,RT @ImranRiazKhan: خدارا عمران خان کی بات کو سنجیدہ لیا جائے انہوں نے آجتک اپنے مخالفین کے بارے میں جو کہا سچ ثابت ہوا۔ خدانخواستہ پاکستان…
157,"RT @ShakirAwan88: مسلم لیگ ن کے جلسے میں ہونے والی آتش بازی کے باعث ملحقہ کھیتوں میں میں آگ لگ گئی,,کسانوں کی گندم کی تیار فصلیں چل کر خاکس…"
158,RT @HamidMirPAK: پہلے اپنے دلیر اور دبنگ خان صاحب سے کہو کہ بتائے جو ویڈیو اس نے ریکارڈ کرائی ہے اس میں کس کا نام لیا ہے؟ کس کا نمبر بلاک ک…
159,"RT @AhmadJawadBTH: اوسط درجے کے لوگوں کو ایک اوسط درجے کے لیڈر کے ساتھ جب سلیکشن کے ذریعے حکومت کی نوکری ملی،طاقت ملی،نشہ چڑھا 

اور پھر نو…"
160,RT @fawadchaudhry: جن سے پٹرول کی قیمت پر فیصلہ نہیں ہو پا رہا۔وہ کہتے ہیں ہم نے ایٹمی دھماکوں کا فیصلہ خود کیا تھا۔۔  #امپورٹڈ_حکومت_نامنظ…
161,RT @FaizanFayzi: مبارک ہو! ڈالر نے ڈبل سینچری مکمل کر لی۔ اوپن مارکیٹ میں 200 روپے کا ہو گیا
162,"RT @ImranRaizKhan: چور لٹیرے مجرم عمران خان ٹرینڈ چلا رہے ہیں 

سب اس ہیش ٹیگ کو جوائن کریں تاکہ اپوزیشن کی تکلیف میں اضافہ ہو سکے 

کون سا…"
163,"RT @ShafiqNaman: #عوامی_مجرم_عمران
جن کے پاس کوئی بیانیہ نہ ہو وہ ایسی ہی گاڑیوں کے اوپر لڑکیاں نچواکر اور بھیڑ جمع کراکر کہتے ہیں کہ لوگ ہ…"
164,RT @ImranRiazKhan: خدارا عمران خان کی بات کو سنجیدہ لیا جائے انہوں نے آجتک اپنے مخالفین کے بارے میں جو کہا سچ ثابت ہوا۔ خدانخواستہ پاکستان…
165,RT @Kaleem_Ranapmln: تاریخ میں پہلا لیڈر نصیب ہوا ہے جس نے ملک و قوم کے مفاد میں ننگا ہو کر اپنی سیکس ویڈیو تک بنوا لی۔ قدر کر لو کمینوں  #…
166,RT @Haqeeqat_TV: امریکی ڈالر 194 روپے کا ہوگیا۔ عمران خان کی حکومت نا گرائی ہوتی تو آج ڈالر 175 تک ہی رہتا۔ جتنے دن لیٹ کرو گے اتنی تباہی ہ…
167,@hinaparvezbutt عمران خان تمہارا گیم ہمیشہ کے لیے ختم ہوگیا، جب تم اُس نمبر پر فون کرتے ہو تو آواز آتی ہے آپ کو مطلوبہ سہولت میسر نہیں
168,RT @ImranRiazKhan: خدارا عمران خان کی بات کو سنجیدہ لیا جائے انہوں نے آجتک اپنے مخالفین کے بارے میں جو کہا سچ ثابت ہوا۔ خدانخواستہ پاکستان…
169,"RT @AbbasAr15: @HamidMirPAK جس بندے کا 60 سال تک اللہ تعالی پر ایمان نہ ہوں
65 سال کی عمر میں 
خاتم النبیین پڑھنا نہ آتا ہو اور 68 سال کی ع…"
170,"RT @ImranRaizKhan: چور لٹیرے مجرم عمران خان ٹرینڈ چلا رہے ہیں 

سب اس ہیش ٹیگ کو جوائن کریں تاکہ اپوزیشن کی تکلیف میں اضافہ ہو سکے 

کون سا…"
171,RT @AnwarLodhi: چیف جسٹس صاحب کو چاہیے کہ وہ حکومت کو حکم دیں کہ عمران خان کی سیکورٹی فوراً بڑھائی جائے.. خدانخواستہ انہیں کچھ ہوا تو ملک ا…
172,RT @InsafPK: مریم نواز اپنے برینڈڈ جوڑے،شوز اور میک اپ سمیت VVIP پروٹوکول میں جلسے سے خطاب کے بجائے ڈھوک ہسو میں ان متوسط گھرانوں کی عورتوں…
173,RT @ImranRiazKhan: خدارا عمران خان کی بات کو سنجیدہ لیا جائے انہوں نے آجتک اپنے مخالفین کے بارے میں جو کہا سچ ثابت ہوا۔ خدانخواستہ پاکستان…
174,RT @YoUSaFSaNi01: اب یہ وفاقی حکومت اسٹیبلشمنٹ اور نون لیگ کے گلے کی وہ ہڈی بن گئی ہے جسے نہ نگل پا رہے ہیں نہ اگل پا رہے ہیں، آنے والے دنو…
175,RT @MaryamNSharif: میرا پیار دیجیے گا ♥️
176,"RT @68_adnannabi: @OfficialDGISPR تمام ادارے آئین و قانون کی دھجیاں اڑا رھے ہیں، آخر آپ پاکستان کو کہاں لیجانا چاہتے ہو

یہ کیسا ملکی مفاد…"
177,RT @chashni11: انشاللہ جو بھی سچائی سے ٹکرایا اپنے ہے منہ کی کھائی😠😠#امپورٹڈ_حکومت_نامنظور #الیکشن_کراو_ملک_بچاو  #غلطی_سدھارو_الیکشن_کراؤ…
178,"@fawadchaudhry دوسرا جو غدار اپنی زبان کو عزت نہیں دے پائے باربار قیمت میں اضافہ ہو رہا ہے وہ لوگ نا اپنی عزت کرتے ہیں نا دوسروں کی عزت کرتے ہیں اور نا اللہ ان کو عزت دے گا
اللہ عزت اس کو دیتا ہے جو اپنی عزت خود کرتا ہے
بات بدلنے والے اپنی زبان کی عزت نہیں کرتے تو اللہ یا کوئی انسان کیوں کرے گا"
179,@AliHaider20th @AajKamranKhan تم پی ٹی آئی کے عمرانڈو ہو اور دنیا جانتی ہے تمہاری تربیت کو۔۔۔۔بتانے کی ضرورت نہیں۔
180,RT @raoo512: پنجاب میں الیکشن کمشن پر دباؤ ڈال کر لوٹوں کو نااہل ہونے سے بچایا جائے ورنہ پٹرول کی قیمت نہیں بڑھائیں گے بے شک ملک تباہ ہو جا…
181,RT @Abbasshabbir72: الیکشن کمیشن کا یہ موقف کہ انتخابات نہیں ہو سکتے ان کے استعفوں کے لیے کافی ہے،فواد چوہدری
182,"RT @multithinker: مبارک ہو زرداری کو اب پانی کے بدلے سندھی ووٹ بیچنے کو تیار ہیں
سنڌ جي ٿر مان اٿندڙ هن شعوري ۽ جرئت ڀري چڻنگ کي سلام..!!!…"
183,RT @ImranRiazKhan: حکومت میں اس لیے آ کر بیٹھے کہ جیل جانے کو دل نہیں کر رہا تھا۔
184,RT @m_nawaz9: اب اس کو بھی پتہ چل گیا ہے کہ الیکشن ہونے کا اعلان متوقع ہے یہ بھی ڈالر کا ریٹ اب آہستہ آہستہ بتانا شروع ہو گیا ہے
185,"#عوامی_مجرم_عمران
عمران خان کا ریاست مخالف بیانیہ اور حکومت کو پہنچنے والے نقصان پر احتساب ناگزیر ہو چکا ہے اس کو لگام ڈالنا وقت کی اہم ضرورت ہے۔"
186,"حیف اس چار گرہ کپڑے کی قسمت غالبؔ
جس کی قسمت میں ہو عاشق کا گریباں ہونا

#اپنی_زبان_اردو"
187,"RT @Sana_Virk12: جتنی بینڈ ""باجے"" کی نام لئے بغیر خان بجا رہا ھے شائد ہی کسی نےبجائی ہو
مگر ""باجا"" ھے کہ باز ہی نہیں آ رہا
کہتا ھے کہ ""میں…"
188,"RT @MahnoorHunzai: غذر میں خود کشی کے واقعات میں اضافہ
  غذر یاسین سے تعلق رکھنےوالی  ساتویں جماعت کی طالبہ کی مبینہ خود کشی کی اطلاع۔  غذر…"
189,جس انسان کے دستخط شدہ شرٹ کروڑوں میں بکتی ہو اس پر پٹواری گھڑی چوری کا الزام لگاتے رہے۔۔!! https://t.co/oAFbQXMOx5
190,"RT @ImranRiazFan_: اگر آج ARY والوں کو خراج تحسین نہ پیش کیا گیا  تو یہ بہت زیادتی ہو گی

 شاباش اے آر وائی

 #امپورٹڈ__حکومت__نامنظور"
191,RT @MasoodAhmad59: میانوالی 90کلومیٹر پیدل سفر-200کلومیٹر جہلم پیدل-100کلو میٹر اٹک-ابھی میں 300 کلو میٹر صوابی جلسے کے لیے پیدل نکل چکا ہو…
192,RT @SabirMehmood26: شکر الحمد للہ سب کی آنکھوں کا کامیاب آپریشن ہو گیا سب کو مہنگائی ڈالر میں اضافہ سٹاک مارکیٹ میں مندی نظر آنا شروع ہو گئ…
